Season,No.,Team,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
1985,4,NYK,Darrell Walker,PG,6-4,180,"March 9, 1961",us,1,Arkansas
1985,21,NYK,Eddie Lee Wilkins,C,6-10,220,"May 7, 1962",us,R,Gardner-Webb University
1985,34,PHI,Charles Barkley,PF,6-6,252,"February 20, 1963",us,R,Auburn
1985,10,PHI,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us,6,West Texas A&M University
1985,6,PHI,Julius Erving,SF,6-7,210,"February 22, 1950",us,13,UMass
1985,31,PHI,Steve Hayes,C,7-0,205,"August 2, 1955",us,3,Idaho State University
1985,8,PHI,Marc Iavaroni,PF,6-8,210,"September 15, 1956",us,2,Virginia
1985,45,PHI,Clemon Johnson,C,6-10,240,"September 12, 1956",us,6,Florida A&M
1985,12,PHI,George Johnson,SF,6-7,210,"December 8, 1956",us,6,St. John's
1985,24,PHI,Bobby Jones,PF,6-9,210,"December 18, 1951",us,10,UNC
1985,2,PHI,Moses Malone,C,6-10,215,"March 23, 1955",us,10,
1985,4,PHI,Clint Richardson,SG,6-3,195,"August 7, 1956",us,5,Seattle University
1985,9,PHI,Sedale Threatt,PG,6-2,175,"September 10, 1961",us,1,West Virginia Tech
1985,22,PHI,Andrew Toney,SG,6-3,178,"November 23, 1957",us,4,Louisiana
1985,33,PHI,Sam Williams,PF,6-8,210,"March 7, 1959",us,3,Arizona State
1985,20,PHI,Leon Wood,PG,6-3,185,"March 25, 1962",us,R,"Arizona, Cal State Fullerton"
1985,33,PHO,Alvan Adams,PF,6-9,210,"July 19, 1954",us,9,Oklahoma
1985,6,PHO,Walter Davis,SG,6-6,193,"September 9, 1954",us,7,UNC
1985,53,PHO,James Edwards,C,7-0,225,"November 22, 1955",us,7,Washington
1985,10,PHO,Rod Foster,PG,6-1,160,"October 10, 1960",us,1,UCLA
1985,15,PHO,Michael Holton,SG,6-4,185,"August 4, 1961",us,R,UCLA
1985,24,PHO,Jay Humphries,SG,6-3,185,"October 17, 1962",us,R,Colorado
1985,34,PHO,Charles Jones,C,6-8,215,"January 12, 1962",us,R,Louisville
1985,20,PHO,Maurice Lucas,PF,6-9,215,"February 18, 1952",us,10,Marquette
1985,4,PHO,Kyle Macy,PG,6-3,175,"April 9, 1957",us,4,"Purdue, Kentucky"
1985,22,PHO,Larry Nance,PF,6-10,205,"February 12, 1959",us,3,Clemson
1985,32,PHO,Charles Pittman,SF,6-8,220,"March 23, 1958",us,2,Maryland
1985,8,PHO,Rick Robey,C,6-11,230,"January 30, 1956",us,6,Kentucky
1985,11,PHO,Mike Sanders,SF,6-6,210,"May 7, 1960",us,2,UCLA
1985,14,PHO,Alvin Scott,SF,6-7,185,"September 14, 1955",us,7,Oral Roberts
1985,43,PHO,Michael Young,SF,6-7,220,"January 2, 1961",us,R,Houston
1985,30,POR,Sam Bowie,C,7-1,235,"March 17, 1961",us,R,Kentucky
1985,34,POR,Kenny Carr,PF,6-7,220,"August 15, 1955",us,7,NC State
1985,20,POR,Steve Colter,PG,6-3,165,"July 24, 1962",us,R,New Mexico State
1985,22,POR,Clyde Drexler,SG,6-7,210,"June 22, 1962",us,1,Houston
1985,25,POR,Jerome Kersey,SF,6-7,215,"June 26, 1962",us,R,Longwood University
1985,24,POR,Audie Norris,C,6-9,230,"December 18, 1960",us,2,Jackson State University
1985,4,POR,Jim Paxson,SG,6-6,200,"July 9, 1957",us,5,Dayton
1985,50,POR,Tom Scheffler,C,6-11,240,"October 27, 1954",us,R,Purdue
1985,5,POR,Bernard Thompson,SF,6-6,210,"August 30, 1962",us,R,Fresno State
1985,43,POR,Mychal Thompson,PF,6-10,226,"January 30, 1955",bs,5,Minnesota
1985,14,POR,Darnell Valentine,PG,6-1,183,"February 3, 1959",us,3,Kansas
1985,55,POR,Kiki Vandeweghe,SF,6-8,220,"August 1, 1958",de,4,UCLA
1986,12,ATL,John Battle,SG,6-2,175,"November 9, 1962",us,R,Rutgers University
1986,33,ATL,Antoine Carr,PF,6-9,225,"July 23, 1961",us,1,Wichita State
1986,43,ATL,Lorenzo Charles,SF,6-7,225,"November 25, 1963",us,R,NC State
1986,16,ATL,Johnny Davis,SG,6-2,170,"October 21, 1955",us,9,Dayton
1986,44,ATL,Scott Hastings,PF,6-10,235,"June 3, 1960",us,3,Arkansas
1986,3,ATL,Eddie Johnson,SG,6-2,180,"February 24, 1955",us,8,Auburn
1986,32,ATL,Jon Koncak,C,7-0,250,"May 17, 1963",us,R,SMU
1986,53,ATL,Cliff Levingston,PF,6-8,210,"January 4, 1961",us,3,Wichita State
1986,25,ATL,Doc Rivers,PG,6-4,185,"October 13, 1961",us,2,Marquette
1986,30,ATL,Tree Rollins,C,7-1,235,"June 16, 1955",us,8,Clemson
1986,12,ATL,Sedric Toney,PG,6-2,178,"April 13, 1962",us,R,Dayton
1986,4,ATL,Spud Webb,PG,5-6,133,"July 13, 1963",us,R,"Midland College, NC State"
1986,21,ATL,Dominique Wilkins,SF,6-8,215,"January 12, 1960",fr,3,Georgia
1986,1,ATL,Ray Williams,PG,6-3,188,"October 14, 1954",us,8,Minnesota
1986,42,ATL,Kevin Willis,PF,7-0,220,"September 6, 1962",us,1,Michigan State
1986,10,ATL,Randy Wittman,SG,6-6,210,"October 28, 1959",us,2,Indiana
1986,44,BOS,Danny Ainge,SG,6-5,185,"March 17, 1959",us,4,BYU
1986,33,BOS,Larry Bird,SF,6-9,220,"December 7, 1956",us,6,Indiana State University
1986,34,BOS,Rick Carlisle,SG,6-5,210,"October 27, 1959",us,1,"University of Maine, Virginia"
1986,3,BOS,Dennis Johnson,PG,6-4,185,"September 18, 1954",us,9,Pepperdine
1986,50,BOS,Greg Kite,C,6-11,250,"August 5, 1961",us,2,BYU
1986,32,BOS,Kevin McHale,PF,6-10,210,"December 19, 1957",us,5,Minnesota
1986,0,BOS,Robert Parish,C,7-1,230,"August 30, 1953",us,9,Centenary (LA)
1986,12,BOS,Jerry Sichting,PG,6-1,168,"November 29, 1956",us,5,Purdue
1986,45,BOS,David Thirdkill,PF,6-7,195,"April 12, 1960",us,3,Bradley
1986,11,BOS,Sam Vincent,SG,6-2,185,"May 18, 1963",us,R,Michigan State
1986,5,BOS,Bill Walton,C,6-11,210,"November 5, 1952",us,8,UCLA
1986,8,BOS,Scott Wedman,SF,6-7,215,"July 29, 1952",us,11,Colorado
1986,35,BOS,Sly Williams,SF,6-7,210,"January 26, 1958",us,6,Rhode Island
1986,20,CHI,Gene Banks,SF,6-7,215,"May 15, 1959",us,4,Duke
1986,10,CHI,Ron Brewer,SG,6-4,180,"July 16, 1955",us,7,Arkansas
1986,35,CHI,Tony Brown,SG,6-6,185,"July 29, 1960",us,1,Arkansas
1986,40,CHI,Dave Corzine,C,6-11,250,"April 25, 1956",us,7,DePaul
1986,44,CHI,Quintin Dailey,SG,6-3,180,"January 22, 1961",us,3,San Francisco
1986,8,CHI,George Gervin,SG,6-7,180,"April 27, 1952",us,13,Eastern Michigan
1986,21,CHI,Sidney Green,PF,6-9,220,"January 4, 1961",us,2,UNLV
1986,22,CHI,Rod Higgins,SF,6-7,200,"January 31, 1960",us,3,Fresno State
1986,"10, 32",CHI,Michael Holton,PG,6-4,185,"August 4, 1961",us,1,UCLA
1986,23,CHI,Michael Jordan,SG,6-6,198,"February 17, 1963",us,1,UNC
1986,24,CHI,Kyle Macy,PG,6-3,175,"April 9, 1957",us,5,"Purdue, Kentucky"
1986,7,CHI,Billy McKinney,PG,6-0,160,"June 5, 1955",us,6,Northwestern
1986,34,CHI,Charles Oakley,PF,6-9,225,"December 18, 1963",us,R,Virginia Union University
1986,33,CHI,Jawann Oldham,C,7-0,215,"July 4, 1957",us,5,Seattle University
1986,5,CHI,John Paxson,PG,6-2,185,"September 29, 1960",us,2,Notre Dame
1986,52,CHI,Mike Smrek,C,7-0,250,"August 31, 1962",ca,R,Canisius
1986,0,CHI,Orlando Woolridge,SF,6-9,215,"December 16, 1959",us,4,Notre Dame
1986,25,CLE,Ron Anderson,SF,6-7,215,"October 15, 1958",us,1,Fresno State
1986,5,CLE,John Bagley,PG,6-0,185,"April 23, 1960",us,3,Boston College
1986,10,CLE,Ron Brewer,SG,6-4,180,"July 16, 1955",us,7,Arkansas
1986,16,CLE,Johnny Davis,SG,6-2,170,"October 21, 1955",us,9,Dayton
1986,21,CLE,World B. Free,SG,6-2,185,"December 9, 1953",us,10,Guilford College
1986,32,CLE,Roy Hinson,SF,6-9,210,"May 2, 1961",us,2,Rutgers University
1986,35,CLE,Phil Hubbard,SF,6-8,215,"December 13, 1956",us,6,Michigan
1986,3,CLE,Eddie Johnson,SG,6-2,180,"February 24, 1955",us,8,Auburn
1986,44,CLE,Edgar Jones,PF,6-10,225,"June 17, 1956",us,5,Nevada
1986,24,CLE,Keith Lee,PF,6-10,215,"December 28, 1962",us,R,Memphis
1986,33,CLE,Ben McDonald,SF,6-8,210,"July 20, 1962",us,R,"University of California, Irvine"
1986,14,CLE,Dirk Minniefield,PG,6-3,180,"January 17, 1961",us,R,Kentucky
1986,50,CLE,Ben Poquette,PF,6-9,235,"May 7, 1955",us,8,Central Michigan University
1986,8,CLE,Lonnie Shelton,PF,6-8,240,"October 19, 1955",us,9,Oregon State
1986,54,CLE,Melvin Turpin,C,6-11,240,"December 28, 1960",us,1,Kentucky
1986,41,CLE,Mark West,C,6-10,230,"November 5, 1960",us,2,Old Dominion
1986,3,CLE,Ennis Whatley,PG,6-3,177,"August 11, 1962",us,2,Alabama
1986,54,DET,Kent Benson,C,6-10,235,"December 27, 1954",us,8,Indiana
1986,0,DET,Tony Campbell,SF,6-7,215,"May 7, 1962",us,1,Ohio State
1986,42,DET,Ron Crevier,C,7-0,235,"April 14, 1958",ca,R,Boston College
1986,23,DET,Earl Cureton,PF,6-9,210,"September 3, 1957",us,5,"Robert Morris University (PA), Detroit Mercy"
1986,4,DET,Joe Dumars,SG,6-3,190,"May 24, 1963",us,R,McNeese State University
1986,35,DET,Mike Gibson,PF,6-10,205,"October 27, 1960",us,1,USC Upstate
1986,15,DET,Vinnie Johnson,SG,6-2,200,"September 1, 1956",us,6,Baylor
1986,40,DET,Bill Laimbeer,C,6-11,245,"May 19, 1957",us,5,Notre Dame
1986,25,DET,John Long,SG,6-5,195,"August 28, 1956",us,7,Detroit Mercy
1986,44,DET,Rick Mahorn,PF,6-10,240,"September 21, 1958",us,5,Hampton
1986,42,DET,Chuck Nevitt,C,7-5,217,"June 13, 1959",us,2,NC State
1986,33,DET,Walker Russell,PG,6-5,195,"October 26, 1960",us,3,"Houston, Western Michigan"
1986,11,DET,Isiah Thomas,PG,6-1,180,"April 30, 1961",us,4,Indiana
1986,7,DET,Kelly Tripucka,SF,6-6,220,"February 16, 1959",us,4,Notre Dame
1986,4,GSW,Greg Ballard,SF,6-7,215,"January 29, 1955",us,8,Oregon
1986,2,GSW,Joe Barry Carroll,C,7-0,225,"July 24, 1958",us,4,Purdue
1986,32,GSW,Lester Conner,PG,6-4,180,"September 17, 1959",us,3,Oregon State
1986,40,GSW,Ron Crevier,C,7-0,235,"April 14, 1958",ca,R,Boston College
1986,21,GSW,Sleepy Floyd,PG,6-3,170,"March 6, 1960",us,3,Georgetown
1986,15,GSW,Geoff Huston,PG,6-2,175,"November 8, 1957",us,6,Texas Tech
1986,17,GSW,Chris Mullin,SG,6-7,215,"July 30, 1963",us,R,St. John's
1986,45,GSW,Purvis Short,SF,6-7,210,"July 2, 1957",us,7,Jackson State University
1986,13,GSW,Larry Smith,PF,6-8,215,"January 18, 1958",us,5,Alcorn State
1986,20,GSW,Terry Teagle,SG,6-5,195,"April 10, 1960",us,3,Baylor
1986,7,GSW,Peter Thibeaux,SF,6-7,210,"October 3, 1961",us,1,Saint Mary's
1986,50,GSW,Pete Verhoeven,PF,6-9,215,"February 15, 1959",us,4,Fresno State
1986,33,GSW,Jerome Whitehead,C,6-10,220,"September 30, 1956",us,7,Marquette
1986,34,GSW,Guy Williams,PF,6-9,200,"July 1, 1960",us,1,"San Francisco, Washington State"
1986,3,HOU,Craig Ehlo,SG,6-6,180,"August 11, 1961",us,2,"Odessa College, Washington State"
1986,20,HOU,Steve Harris,SG,6-5,195,"October 15, 1963",us,R,Tulsa
1986,30,HOU,Allen Leavell,PG,6-1,170,"May 27, 1957",us,6,Oklahoma City University
1986,32,HOU,Lewis Lloyd,SG,6-6,205,"February 22, 1959",us,4,Drake University
1986,5,HOU,John Lucas,PG,6-3,175,"October 31, 1953",us,9,Maryland
1986,22,HOU,Rodney McCray,SF,6-7,220,"August 29, 1961",us,2,Louisville
1986,8,HOU,Hank McDowell,PF,6-9,215,"November 13, 1959",us,4,Memphis
1986,34,HOU,Hakeem Olajuwon,C,7-0,255,"January 21, 1963",ng,1,Houston
1986,43,HOU,Jim Petersen,PF,6-10,235,"February 22, 1962",us,1,Minnesota
1986,33,HOU,Robert Reid,SF,6-8,205,"August 30, 1955",us,7,St. Mary's University
1986,50,HOU,Ralph Sampson,PF,7-4,228,"July 7, 1960",us,2,Virginia
1986,31,HOU,Granville Waiters,C,6-11,225,"January 8, 1961",us,2,Ohio State
1986,15,HOU,Mitchell Wiggins,SG,6-4,185,"September 28, 1959",us,2,"Clemson, Florida State"
1986,33,LAL,Kareem Abdul-Jabbar,C,7-2,225,"April 16, 1947",us,16,UCLA
1986,21,LAL,Michael Cooper,SG,6-7,170,"April 15, 1956",us,7,New Mexico
1986,45,LAL,A.C. Green,PF,6-9,220,"October 4, 1963",us,R,Oregon State
1986,34,LAL,Pétur Guðmundsson,C,7-2,260,"October 30, 1958",is,1,Washington
1986,23,LAL,Jerome Henderson,C,6-11,230,"October 5, 1959",us,R,New Mexico
1986,32,LAL,Magic Johnson,PG,6-9,215,"August 14, 1959",us,6,Michigan State
1986,25,LAL,Mitch Kupchak,PF,6-9,230,"May 24, 1954",us,8,UNC
1986,12,LAL,Ronnie Lester,PG,6-2,175,"January 1, 1959",us,5,Iowa
1986,20,LAL,Maurice Lucas,PF,6-9,215,"February 18, 1952",us,11,Marquette
1986,40,LAL,Mike McGee,SF,6-5,190,"July 29, 1959",us,4,Michigan
1986,43,LAL,Chuck Nevitt,C,7-5,217,"June 13, 1959",us,2,NC State
1986,31,LAL,Kurt Rambis,PF,6-8,213,"February 25, 1958",us,4,Santa Clara
1986,4,LAL,Byron Scott,SG,6-3,195,"March 28, 1961",us,2,Arizona State
1986,35,LAL,Larry Spriggs,SF,6-7,230,"September 8, 1959",us,4,Howard University
1986,42,LAL,James Worthy,SF,6-9,225,"February 27, 1961",us,3,UNC
1986,45,MIL,Randy Breuer,C,7-3,230,"October 11, 1960",us,2,Minnesota
1986,34,MIL,Terry Cummings,PF,6-9,220,"March 15, 1961",us,3,DePaul
1986,23,MIL,Charles Davis,SF,6-7,215,"October 5, 1958",us,4,Vanderbilt
1986,7,MIL,Kenny Fields,SF,6-5,220,"February 9, 1962",us,1,UCLA
1986,10,MIL,Mike Glenn,SG,6-2,175,"September 10, 1955",us,8,Southern Illinois
1986,15,MIL,Craig Hodges,SG,6-2,190,"June 27, 1960",us,3,Cal State Long Beach
1986,31,MIL,Earl Jones,C,7-0,210,"January 13, 1961",us,1,University of the District of Columbia
1986,3,MIL,Jeff Lamp,SF,6-6,195,"March 9, 1959",us,3,Virginia
1986,53,MIL,Alton Lister,C,7-0,240,"October 1, 1958",us,4,Arizona State
1986,44,MIL,Paul Mokeski,C,7-0,250,"January 3, 1957",us,6,Kansas
1986,4,MIL,Sidney Moncrief,PG,6-4,180,"September 21, 1957",us,6,Arkansas
1986,22,MIL,Ricky Pierce,SG,6-4,205,"August 19, 1959",us,3,Rice University
1986,25,MIL,Paul Pressey,SF,6-5,185,"December 24, 1958",us,3,"Western Texas College, Tulsa"
1986,35,MIL,Jerry Reynolds,SF,6-8,200,"December 23, 1962",us,R,LSU
1986,12,MIL,Derrick Rowland,SG,6-5,195,"June 21, 1959",us,R,State University of New York at Potsdam
1986,12,MIL,Bryan Warrick,PG,6-5,195,"July 22, 1959",us,3,Saint Joseph's
1986,20,NYK,James Bailey,PF,6-9,220,"May 21, 1957",us,6,Rutgers University
1986,1,NYK,Ken Bannister,PF,6-9,235,"April 1, 1960",us,1,"Indiana State University, Saint Augustine's College"
1986,7,NYK,Butch Carter,SG,6-5,180,"June 11, 1958",us,5,Indiana
1986,25,NYK,Bill Cartwright,C,7-1,245,"July 30, 1957",us,5,San Francisco
1986,35,NYK,Fred Cofield,PG,6-3,190,"January 4, 1962",us,R,"Oregon, Eastern Michigan"
1986,42,NYK,Pat Cummings,C,6-9,230,"July 11, 1956",us,6,Cincinnati
1986,33,NYK,Patrick Ewing,C,7-0,240,"August 5, 1962",jm,R,Georgetown
1986,3,NYK,Ken Green,PF,6-8,215,"September 19, 1959",us,R,University of Texas Rio Grande Valley
1986,18,NYK,Ernie Grunfeld,SF,6-6,210,"April 24, 1955",ro,8,Tennessee
1986,14,NYK,Chris McNealy,PF,6-7,210,"July 15, 1961",us,R,San Jose State
1986,55,NYK,Louis Orr,SF,6-8,175,"May 7, 1958",us,5,Syracuse
1986,2,NYK,Rory Sparrow,PG,6-2,175,"June 12, 1958",us,5,Villanova
1986,23,NYK,Bob Thornton,PF,6-10,225,"July 10, 1962",us,R,"University of California, Irvine"
1986,6,NYK,Trent Tucker,SG,6-5,193,"December 20, 1959",us,3,Minnesota
1986,4,NYK,Darrell Walker,PG,6-4,180,"March 9, 1961",us,2,Arkansas
1986,21,NYK,Gerald Wilkins,SG,6-6,185,"September 11, 1963",us,R,Chattanooga
1986,34,PHI,Charles Barkley,PF,6-6,252,"February 20, 1963",us,1,Auburn
1986,12,PHI,Butch Carter,SG,6-5,180,"June 11, 1958",us,5,Indiana
1986,23,PHI,Terry Catledge,PF,6-8,220,"August 22, 1963",us,R,University of South Alabama
1986,10,PHI,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us,7,West Texas A&M University
1986,6,PHI,Julius Erving,SF,6-7,210,"February 22, 1950",us,14,UMass
1986,21,PHI,Kenny Green,SF,6-6,210,"October 11, 1964",us,R,Wake Forest
1986,45,PHI,Clemon Johnson,C,6-10,240,"September 12, 1956",us,7,Florida A&M
1986,24,PHI,Bobby Jones,PF,6-9,210,"December 18, 1951",us,11,UNC
1986,2,PHI,Moses Malone,C,6-10,215,"March 23, 1955",us,11,
1986,11,PHI,Bob McAdoo,C,6-9,210,"September 25, 1951",us,13,"Vincennes University, UNC"
1986,9,PHI,Perry Moss,PG,6-2,185,"November 11, 1958",us,R,Northeastern University
1986,41,PHI,Greg Stokes,PF,6-10,220,"August 5, 1963",us,R,Iowa
1986,44,PHI,Paul Thompson,SF,6-6,210,"May 25, 1961",us,2,Tulane
1986,3,PHI,Sedale Threatt,SG,6-2,175,"September 10, 1961",us,2,West Virginia Tech
1986,22,PHI,Andrew Toney,SG,6-3,178,"November 23, 1957",us,5,Louisiana
1986,11,PHI,Voise Winters,SF,6-8,200,"October 12, 1962",us,R,Bradley
1986,20,PHI,Leon Wood,PG,6-3,185,"March 25, 1962",us,1,"Arizona, Cal State Fullerton"
1986,8,PHI,Michael Young,SF,6-7,220,"January 2, 1961",us,1,Houston
1986,33,PHO,Alvan Adams,C,6-9,210,"July 19, 1954",us,10,Oklahoma
1986,6,PHO,Walter Davis,SG,6-6,193,"September 9, 1954",us,8,UNC
1986,17,PHO,Devin Durrant,SF,6-7,200,"October 20, 1960",us,1,BYU
1986,53,PHO,James Edwards,C,7-0,225,"November 22, 1955",us,8,Washington
1986,10,PHO,Rod Foster,PG,6-1,160,"October 10, 1960",us,2,UCLA
1986,16,PHO,Georgi Glouchkov,PF,6-8,235,"January 10, 1960",bg,R,
1986,15,PHO,Michael Holton,SG,6-4,185,"August 4, 1961",us,1,UCLA
1986,24,PHO,Jay Humphries,PG,6-3,185,"October 17, 1962",us,1,Colorado
1986,34,PHO,Charles Jones,PF,6-8,215,"January 12, 1962",us,1,Louisville
1986,22,PHO,Larry Nance,PF,6-10,205,"February 12, 1959",us,4,Clemson
1986,54,PHO,Ed Pinckney,SF,6-9,195,"March 27, 1963",us,R,Villanova
1986,32,PHO,Charles Pittman,PF,6-8,220,"March 23, 1958",us,3,Maryland
1986,8,PHO,Rick Robey,C,6-11,230,"January 30, 1956",us,7,Kentucky
1986,11,PHO,Mike Sanders,SF,6-6,210,"May 7, 1960",us,3,UCLA
1986,7,PHO,Bernard Thompson,SG,6-6,210,"August 30, 1962",us,1,Fresno State
1986,15,PHO,Sedric Toney,PG,6-2,178,"April 13, 1962",us,R,Dayton
1986,30,PHO,Nick Vanos,C,7-1,255,"April 13, 1963",us,R,Santa Clara
1986,31,POR,Sam Bowie,C,7-1,235,"March 17, 1961",us,1,Kentucky
1986,34,POR,Kenny Carr,PF,6-7,220,"August 15, 1955",us,8,NC State
1986,20,POR,Steve Colter,PG,6-3,165,"July 24, 1962",us,1,New Mexico State
1986,22,POR,Clyde Drexler,SG,6-7,210,"June 22, 1962",us,2,Houston
1986,0,POR,Ken Johnson,PF,6-8,240,"November 7, 1962",us,R,"USC, Michigan State"
1986,27,POR,Caldwell Jones,C,6-11,217,"August 4, 1950",us,12,Albany State University
1986,25,POR,Jerome Kersey,SF,6-7,215,"June 26, 1962",us,1,Longwood University
1986,21,POR,Brian Martin,SF,6-9,212,"August 18, 1962",us,R,Kansas
1986,4,POR,Jim Paxson,SG,6-6,200,"July 9, 1957",us,6,Dayton
1986,30,POR,Terry Porter,PG,6-3,195,"April 8, 1963",us,R,University of Wisconsin-Stevens Point
1986,43,POR,Mychal Thompson,C,6-10,226,"January 30, 1955",bs,6,Minnesota
1986,14,POR,Darnell Valentine,PG,6-1,183,"February 3, 1959",us,4,Kansas
1986,55,POR,Kiki Vandeweghe,SF,6-8,220,"August 1, 1958",de,5,UCLA
1987,12,ATL,John Battle,SG,6-2,175,"November 9, 1962",us,1,Rutgers University
1987,33,ATL,Antoine Carr,PF,6-9,225,"July 23, 1961",us,2,Wichita State
1987,44,ATL,Scott Hastings,PF,6-10,235,"June 3, 1960",us,4,Arkansas
1987,24,ATL,Cedric Henderson,PF,6-8,210,"October 3, 1965",us,R,Georgia
1987,32,ATL,Jon Koncak,C,7-0,250,"May 17, 1963",us,1,SMU
1987,53,ATL,Cliff Levingston,PF,6-8,210,"January 4, 1961",us,4,Wichita State
1987,40,ATL,Mike McGee,SF,6-5,190,"July 29, 1959",us,5,Michigan
1987,25,ATL,Doc Rivers,PG,6-4,185,"October 13, 1961",us,3,Marquette
1987,30,ATL,Tree Rollins,C,7-1,235,"June 16, 1955",us,9,Clemson
1987,4,ATL,Spud Webb,PG,5-6,133,"July 13, 1963",us,1,"Midland College, NC State"
1987,21,ATL,Dominique Wilkins,SF,6-8,215,"January 12, 1960",fr,4,Georgia
1987,1,ATL,Gus Williams,SG,6-2,175,"October 10, 1953",us,10,USC
1987,42,ATL,Kevin Willis,PF,7-0,220,"September 6, 1962",us,2,Michigan State
1987,15,ATL,Michael Wilson,PG,6-4,175,"September 15, 1959",us,2,Marquette
1987,10,ATL,Randy Wittman,SG,6-6,210,"October 28, 1959",us,3,Indiana
1987,44,BOS,Danny Ainge,SG,6-5,185,"March 17, 1959",us,5,BYU
1987,33,BOS,Larry Bird,SF,6-9,220,"December 7, 1956",us,7,Indiana State University
1987,34,BOS,Rick Carlisle,SG,6-5,210,"October 27, 1959",us,2,"University of Maine, Virginia"
1987,20,BOS,Darren Daye,SF,6-8,220,"November 30, 1960",us,3,UCLA
1987,43,BOS,Conner Henry,SG,6-7,195,"July 21, 1963",us,R,UC Santa Barbara
1987,3,BOS,Dennis Johnson,PG,6-4,185,"September 18, 1954",us,10,Pepperdine
1987,50,BOS,Greg Kite,C,6-11,250,"August 5, 1961",us,3,BYU
1987,32,BOS,Kevin McHale,PF,6-10,210,"December 19, 1957",us,6,Minnesota
1987,0,BOS,Robert Parish,C,7-1,230,"August 30, 1953",us,10,Centenary (LA)
1987,31,BOS,Fred Roberts,PF,6-10,218,"August 14, 1960",us,3,BYU
1987,12,BOS,Jerry Sichting,PG,6-1,168,"November 29, 1956",us,6,Purdue
1987,45,BOS,David Thirdkill,SF,6-7,195,"April 12, 1960",us,4,Bradley
1987,7,BOS,Andre Turner,PG,5-11,160,"December 13, 1964",us,R,Memphis
1987,11,BOS,Sam Vincent,PG,6-2,185,"May 18, 1963",us,1,Michigan State
1987,5,BOS,Bill Walton,C,6-11,210,"November 5, 1952",us,9,UCLA
1987,8,BOS,Scott Wedman,SF,6-7,215,"July 29, 1952",us,12,Colorado
1987,20,CHI,Gene Banks,SF,6-7,215,"May 15, 1959",us,5,Duke
1987,17,CHI,Mike Brown,C,6-9,257,"July 19, 1963",us,R,George Washington
1987,11,CHI,Fred Cofield,PG,6-3,190,"January 4, 1962",us,1,"Oregon, Eastern Michigan"
1987,22,CHI,Steve Colter,PG,6-3,165,"July 24, 1962",us,2,New Mexico State
1987,40,CHI,Dave Corzine,C,6-11,250,"April 25, 1956",us,8,DePaul
1987,25,CHI,Earl Cureton,C,6-9,210,"September 3, 1957",us,6,"Robert Morris University (PA), Detroit Mercy"
1987,30,CHI,Darren Daye,SF,6-8,220,"November 30, 1960",us,3,UCLA
1987,23,CHI,Michael Jordan,SG,6-6,198,"February 17, 1963",us,2,UNC
1987,10,CHI,Pete Myers,SG,6-6,180,"September 15, 1963",us,R,Little Rock
1987,34,CHI,Charles Oakley,PF,6-9,225,"December 18, 1963",us,1,Virginia Union University
1987,5,CHI,John Paxson,PG,6-2,185,"September 29, 1960",us,3,Notre Dame
1987,50,CHI,Ben Poquette,PF,6-9,235,"May 7, 1955",us,9,Central Michigan University
1987,6,CHI,Brad Sellers,PF,7-0,210,"December 17, 1962",us,R,"Wisconsin, Ohio State"
1987,3,CHI,Sedale Threatt,PG,6-2,175,"September 10, 1961",us,3,West Virginia Tech
1987,21,CHI,Elston Turner,SF,6-5,190,"June 10, 1959",us,5,Ole Miss
1987,31,CHI,Granville Waiters,C,6-11,225,"January 8, 1961",us,3,Ohio State
1987,"12, 24",CHI,Perry Young,SG,6-5,210,"August 4, 1963",us,R,Virginia Tech
1987,5,CLE,John Bagley,PG,6-0,185,"April 23, 1960",us,4,Boston College
1987,23,CLE,Tyrone Corbin,SF,6-6,210,"December 31, 1962",us,1,DePaul
1987,43,CLE,Brad Daugherty,C,7-0,245,"October 19, 1965",us,R,UNC
1987,3,CLE,Craig Ehlo,SG,6-6,180,"August 11, 1961",us,3,"Odessa College, Washington State"
1987,4,CLE,Ron Harper,SG,6-6,185,"January 20, 1964",us,R,Miami University
1987,35,CLE,Phil Hubbard,SF,6-8,215,"December 13, 1956",us,7,Michigan
1987,24,CLE,Keith Lee,PF,6-10,215,"December 28, 1962",us,1,Memphis
1987,20,CLE,Scooter McCray,PF,6-9,215,"February 8, 1960",us,2,Louisville
1987,14,CLE,Dirk Minniefield,PG,6-3,180,"January 17, 1961",us,1,Kentucky
1987,22,CLE,Johnny Newman,SF,6-7,190,"November 28, 1963",us,R,Richmond
1987,50,CLE,Ben Poquette,PF,6-9,235,"May 7, 1955",us,9,Central Michigan University
1987,25,CLE,Mark Price,PG,6-0,170,"February 15, 1964",us,R,Georgia Tech
1987,54,CLE,Melvin Turpin,C,6-11,240,"December 28, 1960",us,2,Kentucky
1987,41,CLE,Mark West,C,6-10,230,"November 5, 1960",us,3,Old Dominion
1987,18,CLE,Hot Rod Williams,PF,6-11,215,"August 9, 1962",us,R,Tulane
1987,0,DET,Tony Campbell,SF,6-7,215,"May 7, 1962",us,2,Ohio State
1987,45,DET,Adrian Dantley,SF,6-5,208,"February 28, 1955",us,10,Notre Dame
